epoch,train_loss,train_acc,validation_loss,validation_acc
44,0.01613499607172194,0.9993235930735931,6.0588682889938354,0.23344851844012737
45,0.016891660216643407,0.9992728625541125,6.121378570795059,0.22793970443308353
46,0.015957129367796533,0.9992052218614719,6.141658693552017,0.22829026449471712
47,0.014548187710050477,0.9994250541125541,6.115576475858688,0.22243088949471712
48,0.014542979898850446,0.9991883116883117,6.168024301528931,0.22012720443308353
49,0.01498498611889973,0.9992052218614719,6.103637546300888,0.23477564193308353
50,0.01333482786650201,0.9993912337662337,6.01781690120697,0.23477564193308353
51,0.012586976174220797,0.9993912337662337,6.155643284320831,0.23219651449471712
52,0.012047301846590634,0.999509604978355,6.22022619843483,0.23352363798767328
53,0.011671641995743304,0.9995434253246753,6.089847028255463,0.23610276449471712
54,0.010741388514684312,0.9996448863636364,6.151865661144257,0.23352363798767328
55,0.010552730114709231,0.9996279761904762,6.275887221097946,0.22926682699471712
56,0.009905901933804525,0.9996279761904762,6.319952309131622,0.22926682699471712
57,0.011126019604135208,0.9992728625541125,6.204978495836258,0.23540164344012737
58,0.009845386963545292,0.9996956168831169,6.6648194789886475,0.22864082548767328
59,0.009532142643720008,0.9995941558441559,6.186540901660919,0.23024338949471712
60,0.00940376921840117,0.9995941558441559,6.121670812368393,0.23414963949471712
61,0.009087755946539246,0.9996617965367965,6.1588766276836395,0.23973357398062944
62,0.009412051616458311,0.9994926948051948,6.2504995465278625,0.23547676298767328
63,0.008509935213966513,0.9998139880952381,6.2153841853141785,0.23903245199471712
64,0.009216262264735594,0.9996448863636364,6.301433324813843,0.23121995199471712
65,0.00857629449468598,0.9997801677489178,6.09725821018219,0.22961738798767328
66,0.008377607510419103,0.999797077922078,6.267837971448898,0.23575220443308353
67,0.008411890402027038,0.9997801677489178,6.165512889623642,0.22731370199471712
68,0.008760395919192518,0.999509604978355,6.277284860610962,0.23680388648062944
69,0.008136843443037821,0.9998647186147186,6.30788841843605,0.23868189193308353
70,0.008432873644920477,0.9996956168831169,6.228378504514694,0.23414963949471712
71,0.008100944606600394,0.9996279761904762,6.257309287786484,0.23282251693308353
72,0.008406771600419792,0.9995603354978355,6.209777235984802,0.24844751693308353
73,0.00818452211872985,0.9997294372294372,6.222752422094345,0.24356470443308353
74,0.008137180049373522,0.9996279761904762,6.257912904024124,0.23219651449471712
75,0.008787334641115136,0.9995772456709957,6.2911142110824585,0.22633713949471712
76,0.0082762899253723,0.9995772456709957,6.228367418050766,0.23575220443308353
77,0.00814586047317986,0.999797077922078,6.086662530899048,0.24356470443308353
78,0.008895848482621439,0.9994757846320347,6.148229956626892,0.24454126693308353
79,0.008329481618968746,0.9997632575757576,6.135588347911835,0.24161157943308353
80,0.00850406720694074,0.999509604978355,6.281417042016983,0.22766426298767328
81,0.00774173640839562,0.9997125270562771,6.223602473735809,0.22696314193308353
82,0.008034344561482694,0.9996956168831169,6.237093091011047,0.23317307699471712
83,0.007807505522397029,0.9998308982683982,6.242743134498596,0.23770532943308353
84,0.008423224439263924,0.9995265151515151,6.060592770576477,0.24328926298767328
85,0.008537149477096927,0.9995603354978355,6.41056028008461,0.23707932699471712
86,0.008262903672729688,0.9996956168831169,6.163217097520828,0.23805588949471712
87,0.007896621991755256,0.9996956168831169,6.1338304579257965,0.24293870199471712
88,0.008153673509605535,0.9997294372294372,6.236547917127609,0.24321414344012737
89,0.008087506680043809,0.9996787067099567,6.126745671033859,0.24161157943308353
90,0.008534894896080532,0.9994926948051948,6.1610782742500305,0.23477564193308353
91,0.007814497001533643,0.9997632575757576,6.618538975715637,0.23637820594012737
92,0.007905160006613458,0.9996448863636364,6.191413938999176,0.23903245199471712
93,0.007764916857694441,0.9997801677489178,6.232656836509705,0.22829026449471712
94,0.00762001562332412,0.9997801677489178,6.132593959569931,0.24356470443308353
95,0.008084278330972893,0.9996956168831169,6.287660509347916,0.22731370199471712
96,0.00790939003796603,0.999611066017316,6.166366070508957,0.24161157943308353
97,0.007695757603782806,0.9998816287878788,6.388888776302338,0.22954226844012737
98,0.008200476563170762,0.999509604978355,6.258014619350433,0.23512620199471712
99,0.00801426932559393,0.9996787067099567,6.082789182662964,0.23833133094012737
